Reviewer,Review,Rating,Expense,Type
Rimita D,Being a chinese lover so was looking forward to visit China Bistro. The outlet is somewhat far from Chembur station. An auto ride would be convenient. The ambience is so soothing along with a colourful wall art in buffet section. Unlimited …,5 stars,expensive,Chinese restaurant
Sandeep Motilal,"Had gone for lunch buffet on a Saturday the place was packed with people and the ambience was good.
Service could have been better asit was about slow but was nice, …",4 stars,expensive,Chinese restaurant
Kalpesh Bhole,"It was a great experience. The ambience and the staff are really great.
The food, might look expensive, but worth the cost. Some of the best cuisine I've had in a long time. …",5 stars,expensive,Chinese restaurant
Debashis,"It was a lovely evening i spent over here.
You will definitely enjoy Pan asian food.
Ambience is nice. One thing i must say that if you have lots of time then you …",5 stars,expensive,Chinese restaurant
Sunny Gurnani,China Bistro located in oasis premises at Chembur Deonar highway is a fabulous place serving authentic Chinese food from years now. It has been a first choice for most of family dinners and get together for all Chinese food lovers. I …,5 stars,expensive,Chinese restaurant
Nikunj,"Ambience: 5/5
Location: 3/5 (Besides India Bistro)
Service: 4.8/5 …",5 stars,expensive,Chinese restaurant
AfriDi MohAmeD,"Best Ambience and Nice place for the family lunch the taste was very nice.
….
Buffet menu was short and simple, Which makes us to enjoy the meal nicely. …",4 stars,expensive,Chinese restaurant
tejashree bhoir,"The food was good. I tried their stone bowls and it was tasty. But I felt that their service was lacking a bit, they were mainly focused on buffet people and provided our drinks near the end of our meals.",3 stars,expensive,Chinese restaurant
RAJARSHI BHAWAL,Really good food. Quick service. Enjoyed fully. Some authentic Chinese dishes were there. If you can't figure out which of the dishes to try then go for pan fried fish or ask for quick guide.,4 stars,expensive,Chinese restaurant
tony chacko,After seeing the many reviews we Had visited the restaurant on 16th Oct 2022 with great expectation. We were 6 people and all were total disappointed with the Buffet Lunch. The food tasted Bland.for Rs880 for Non veg buffet the varies was …,2 stars,expensive,Chinese restaurant
Gunjan Kumar Singh,Complete Chinese package 🍜 Amazing Service..Staff was fast. Everything was served hot and fresh..Food was really good..starters had great variety..even the vegetarian food was delicious. Place is really clean.If you're looking for a good …,5 stars,expensive,Chinese restaurant
Adrian M,"Top 3 restaurants in Chembur, food is great. Ambience is good, their cutlery is also quite nice. This is probably the restaurant I go to the most in Chembur. …",4 stars,expensive,Chinese restaurant
Avi Bless,"Service was pathetic and truly disappointing.
My husband had ordered Chicken Tom yum Bowl n instead they had given vegetarian Tom yum bowl by mistake. After eating half of da food my husband realised der …",1 star,expensive,Chinese restaurant
Abhishek Dasgupta,"It's official today.. China Bistro Chembur food is anyday better than any of the Mainland China outlets there in Mumbai. People who know me, will understand the importance of this post when it comes to food. Thanks.",5 stars,expensive,Chinese restaurant
