Reviewer,Review,Rating,Expense,Type
Ranjeet Paradkar,"In some dishes, the flavour was overpowering the meat and in some it was well-balanced. I personally prefer the latte. Loved the mixed non-veg Teppanyaki Noodles. However the Tibetian soup was little too flavoured & spicy for my preference. …",3 stars,moderate,Chinese restaurant
Nikhil Thakur,"Tried this restaurant for todays dinner. They have a vast menu, you name it and they have it. Even if it is a small place but the guest feel comfortable and delighted with the hospitality. Just ask them the ingredients to be used in the …",4 stars,moderate,Chinese restaurant
The Food Auror,We decided to Sunday brunch it up at Wok Hei. It is a cute little Chinese restaurant near the crowded Chembur area. …,5 stars,moderate,Chinese restaurant
CHETAN DARGE,"Visited here for lunch at around 1pm. It was not at all crowded. The ambiance is good, clean and neat. The service is good and fast. We had Prawns in Plum chili sauce and Phad Thai noodles, both dishes were delicious. The prawns were well …",4 stars,moderate,Chinese restaurant
THE COMMUTER COOKIE,"I was craving authentic chinese food and stumbled upon this outlet and its nearby. It is stationed in chembur ,opposite to infamous diamond garden. It has satisfactory accomodation to hold decent crowd. The decor is fair enough. The chinese …",5 stars,moderate,Chinese restaurant
Rohan Naik,"""Wok Hei"" a compact casual dining place located bang opposite Diamond Garden, Chembur which serves delicious Chinese and Thai options. …",5 stars,moderate,Chinese restaurant
Nikhil Chandnani,"'Go to place for flavoury Chinese food'

Food 8/10 …",4 stars,moderate,Chinese restaurant
Tastesplorer,Must Try dishes: 1.Kuan thong soup 2.Sizzle chillies cottage paneer 3.Thai curry 4.Malaysian flat noodles 5.Strawberry margaritas,5 stars,moderate,Chinese restaurant
Vaishali R,My go to place for chinese 😌. It's a little bit on the expensive side but the food is worth the value (atleast for me). A must try is Crab Mongolian Soup 🤤 or if you want you can have prawns or just the veg one. Two can have the soup (Pet …,5 stars,moderate,Chinese restaurant
Shabzz Makeup-art,I’m regular customer of wok Hei .. amazing service and very tasty food.. with beautiful ambience.,5 stars,moderate,Chinese restaurant
saba nalband,The food was so bad so much salty and not fresh at all.i got very serious acidity and not feeling well after having their foods.very bad quality.serisuly just giving discount and attracting customer you are giving cheap foods and playing with healths.pathetic,1 star,moderate,Chinese restaurant
Poorva Shintre,"I have been visiting this place a lot, never disappoints me. Food is tasty, quantity and quality is great, pocket friendly and very polite staff. Would love to try new new dishes here every time I come. Tibetan soup is a must try.",4 stars,moderate,Chinese restaurant
Sushilkumar Ghevade,"Hope you know this song-""जाना था जापान पहुंच गये चीन""
This is what happened with us when we decided to dine out. That evening we thought of having momos at WOW MOMOS but ended having a three course dinner at Wok …",2 stars,moderate,Chinese restaurant
siraj hussain Akolawala,Food was nice worth trying. Price too is reasonable. Not much crowded so one can enjoy peacefully.,4 stars,moderate,Chinese restaurant
Pradeep Salve -Paddy,"It's good for a family dinner however you get only Chinese food there.

Had they served Indian too, would have been a great place for dining. …",4 stars,moderate,Chinese restaurant
Sunil Anthony,"Food: stale. Refried. Cheap sauce as basic base. Schezwan rice looked like that from a food cart n tasted bad.
BEJING in a neew design. Fooling customers",2 stars,moderate,Chinese restaurant
Tushar Rayate,Awesome food. Best Thai chilly basil prawns and pan fried chicken momo. Yum yum.,4 stars,moderate,Chinese restaurant
