Reviewer,Review,Rating,Recommended dishes,sentiment
C.V. Rajendra,"A lot of spread compared to Momo cafe. Taste is what you expect from a 5 star hotel -- a bit mild on the spices. We had a birthday of our lil kid and they made special arrangements. Thanks, will be considering for another visit in future.",4.0,,1
Vinod Venugopal,"Restaurant of Hyderabad Marriott Hotel. The selection of breakfast is amazing, excellent service and individual attention given to all customers. Chef Vinayak ensures that the guests are happy not just with restaurant, with the overall Marriot experience. The food quality is almost similar to that of ITC properties.",5.0,,1
Hanah Malik,"The steward Tara was amazing. Warm welcome and quick to attend to our requirements.

Lovely dinner buffet. Will never forget this evening. Chef Santhosh was a delight.

Amazing spread.",5.0,,1
Sivakumar R,"If one wants proper attention &  food to your liking - this upmarket place is  the answer.
If you are a vegetarian, the staff suggests dishes suited to your choice.
Good place for going with family and friends.",4.0,,1
Hyderabadildar Shiv,"A real awesome 𝓑𝓾𝓯𝓯𝓮𝓽𝓽 experience with my mum.
It was ₹3068 for us.
Birthday party🎂🎉🎈 by others ignited the 🎇spark in the 𝓻𝓮𝓼𝓽𝓪𝓾𝓻𝓪𝓷𝓽.
A 𝙨𝙬𝙞𝙢𝙢𝙞𝙣𝙜 𝙥𝙤𝙤𝙡 is just adjacent to the restaurant.
₵øøⱡ and ₣ɽłɇ₦đⱡɏ 𝕤𝕥𝕒𝕗𝕗.
Ambient 𝚕𝚒𝚐𝚑𝚝 and 𝚊𝚝𝚖𝚘𝚜𝚙𝚑𝚎𝚛𝚎 in the restaurant.
I loved it and I highly 𝖗𝖊𝖈𝖔𝖒𝖒𝖊𝖓𝖉 you too.
Stay safe and sound...
𝔗𝔥𝔞𝔫𝔨𝔰🙏.",5.0,,1
vangala swamy,"Food is good especially desserts and starters, parking place is good and overall atmosphere is okay , overall it was pleasant experience and service is good",4.0,Dessert Platter,1
sarat pavan,"Very very limited buffet spread for vegetarians..The desserts were very good and satisfying.
The service seems to  be the worst I have ever experienced in such a 5 star hotel. Looking at the service and hygiene level followed it really seemed to be below standards. Needs a lot of improvement in terms of service.
Also recommend increasing the vegetarian spread for the buffets.",3.0,,1
Chatpate_ log,"Had worst experience because of 2 things -
1. In papad, I saw a hair strand, which I didn't expected.
2. In buffet, a non veg item was LABELLED AS VEGETARIAN, like seriously?? What if a pure vegetarian person had ate it. I was saved because I had a doubt, but seriously this was not at all expected in such a 5 star hotel. How you can be so careless???

The place is having amazing interior and the staff is polite. In Veg buffet, we were served corn soup, 2 starters (paneer and potato), which tasted average and then we had alot of different items to eat like Greek salad, dahi vada, papads and a lot more.
For main course, they have a lot of options in curries like sahi paneer, potato curry, stuffed tomato, mixed veg, etc. But for breads we have to wait for a long time. The taste was good though.
Apart from these we had Chinese noodles, rice, biryani.. a lot varieties was available in desserts area but most of them were not vegetarian.

Hope they work on these areas, else they will loose customers.

Happy dining
#chatpate_log

Follow us on Instagram @chatpate_log",3.0,,1
Sagnik Modak,This pseudo-poolside restaurant is located inside the Mariott Bonvoy. The pool is on the other side of a glass panelled wall with one entry/exit glass door so you can view the pool without getting splashed on. This however also means you don't get to enjoy the pool breeze within the restaurant. But you can always bring your food outside and sit on one of the several couches surrounding the pool to enjoy the breeze. The prices are high as expected of a restaurant in a 5 star hotel but the taste and the service do match the price. I would recommend taking the buffet if you can and enjoy the most out of it.,5.0,,-1
Renu Rastogi,"Yesterday we planned Lunch in Badri but were disappointed that it opens for dinner only. So we settled for Okra buffet. Its was a disappointing fare in all respects..
Ambience is not at all like a five star hotel . Very normal sitting and nothing much to say about interior.
Service is just ok, they have heavy lids for all serving pots and no place to put them down then how to serve?
Vegetarian appetizers were very little just 2  and even those two were pineapple and mushroom
Main course is ok and so were the desserts, gajar halwa was so disappointing.. nothing like it should be. And no dry fruits or sauces to put on icecream.. only chocolate sauce and some butterscotch etc
In the end no saunf, pan anything",3.0,,-1
