Reviewer,Review,Rating,Expense,Type
Devika Vinayek,"Absolutely love the food and ambience here! Perfect place to chill with your friends or go for mid week date! Recommend the pasta, dimsums, wontons and chocolate mousse 🧡 …",5 stars,expensive,Cocktail bar
Foodbae,"Recently I visited them and my experience was BAD!

We had ordered 5 cocktails and 3 appetizers. However, one of their appetizers …",1 star,expensive,Cocktail bar
Priyanka Thakur,This place is one of our go to place. They have some amazing cocktails to serve. Their food menu keeps updating and it is good to have a wide variety of choices. My personal favourite is bourbon me up and the lavender liqueur that they serve. The naan bombs and cheese garlic bread is yumm,5 stars,expensive,Cocktail bar
Varun Gupta,"Ambience is good ....Best time to visit between 4-5 pm when they open the sun roof 😝
The food is tasty ...I tried Cheese garlic which was very heavy and must try the cocktails …",5 stars,expensive,Cocktail bar
Sania Shaikh,"The place and the vibes were just fabulous. There was live music and the singer was just mind-blowingly awesome. Had ordered chicken momos, Korean burger sliders and butter chicken bao and everything was on point, cannot fault on taste. The …",5 stars,expensive,Cocktail bar
Aashi Adani,"I went here for lunch! You must try their garlic mushroom toasties & dirty nachos, they won’t disappoint! The staff was very courteous and loved the ambience as well. Highly recommend for a fun time with your friends 😊 …",5 stars,expensive,Cocktail bar
Vedant lad,Happened to visit this place yesterday for lunch as we were at hill road and found this place out. Talking about the ambience it's pretty rustic and raw having super comfy couches and mix of few high and low tables to dine in along with …,5 stars,expensive,Cocktail bar
Cannyconnoisseur,"Starting of with the food 🍛:

1️⃣ MEZZE PLATTER : (4/5) ⭐ …",3 stars,expensive,Cocktail bar
Neha Gala,"The place is small but lively on Friday evening.
Music is Bollywood. Decent hound crowd.
Food is good.",4 stars,expensive,Cocktail bar
Onkar Tarfe,"The little easy, located in bandra West near shopper stop which served American, Italian, seafood, pizza kababs etc. I visit it with my friends in the afternoon. It has decent ambience and attractive bar area. Sittings are very comfy to …",5 stars,expensive,Cocktail bar
Omkar Verma (ShotsbyOmkar),"The Little Easy.
A beautiful place in Bandra to hang out with some delicious food🤤.
✨ They've plenty sitting space and a seperate smoking + dining area. …",5 stars,expensive,Cocktail bar
Divitya Dalwani,Lovely Speakeasy Bar located in Bandra. Serving refreshing cocktails and delish food. 🍹🥘 …,5 stars,expensive,Cocktail bar
Harmann Bhardwaj,A nice fancy cafe with a cozy vibe and good food. Perfect place for a Sunday brunch/lunch with your friends with live music.,4 stars,expensive,Cocktail bar
Charit D,We had a beautiful evening at the Little Easy. Their new cocktails and food menu is a very well curated and put together. Their service and staff is warm and welcoming. I would recommend sitting in the booths that give a tavern vibe. It’s a must visit!,5 stars,expensive,Cocktail bar
Rosh Koppikar,"This place has always been my go to weekend spot. The vibe, the food, the music, all of it just creates the perfect recipe for a good time",5 stars,expensive,Cocktail bar
Nadia Rashid,"Since it was a Monday night, the place was pretty empty as expected, they have a smoking section where one may be seated, as well as regular seating outside,
The place is a Lil American diner kinda feel, it's extremely cramped, especially …",3 stars,expensive,Cocktail bar
