Reviewer,Review,Rating,Expense,Type
Yashika Tyagi,"This place has the delicious food, unique taste and presentation. They have a fusion of cuisine  and they have created their own flavors, it's not a copy paste of recipes.   This place has  flavor combinations and unique menu offerings that customers can't find elsewhere.",5 stars,very expensive,Seafood restaurant
Johan Palkar,"•The ambience is great and well decorated. It was really peaceful.

•The service is fast and the staff is really nice and polite. They helped me …",5 stars,very expensive,Seafood restaurant
Pritul Sanghavi,"Place looks small from outside but its quite big. Valet parking, awesome drinks and food. Service was quick. Good music. The staff is very helpful and will cater to your needs. Food quantity is OK. Smoking area on first floor. Something was missing, not sure what. Place is definitely expensive.",4 stars,very expensive,Seafood restaurant
Ritvik Dhawan,An amazing ambience with great food and service. The animal prawns are a must try,5 stars,very expensive,Seafood restaurant
Aniket Kshatriya,This is a very nice place for brunch. The staff is very polite and guides you well to choose dishes on the menu. We had a good time. The food is absolutely delicious. I could say it is of International standards . …,4 stars,very expensive,Seafood restaurant
Umanng Jain,"Bastian has been on my bucket list since long ...finally on a Monday afternoon,I happened to visit this restaurant, quite popular as it's owned and frequented by Celebrities. Frankly it was more out of curiosity... to see what the hype is …",5 stars,very expensive,Seafood restaurant
Hannah Holmer,"Had an amazing meal here last night. The food is fresh and inventive, fascinatingly innovative flavours. We particularly enjoyed the miso salmon sushi - don't order this expecting it to be like Japanese sushi, it's not, but it's unique and …",5 stars,very expensive,Seafood restaurant
Tarun Goyal,"The place was relatively empty so got walk-in. Dishes are expensive but very good. We tried sushi and a veg dish, surprisingly veg was delicious and sushi was okay. Drinks are good. …",4 stars,very expensive,Seafood restaurant
Jinesh Nair,Good experience this...had been here for my wife's bday. Overall a really neat fine dine experience. It's right in the heart of Bandra but it's very easy to miss this coz the place is small and had a very narrow entry. The ambience was …,5 stars,very expensive,Seafood restaurant
Nisha Singh Rajawat,"This is a fine dining restaurant situated bang opposite National college at Bandra west. Place is good for ocassional outings. Food was good but i feel it is bit over priced. I have had better food, if i compare it with other fine dining …",4 stars,very expensive,Seafood restaurant
Maitrayiee,Lovely experience dining at the Bandra location of Bastian! Service was friendly and the food quantity and quality was great too! It says sea food restaurant but Bastian has a lot of options for vegetarians too. Looking forward to visiting the much photographed Worli location.,5 stars,very expensive,Seafood restaurant
akshatha rao,My fav place for dessert!! Lovely gluten free food on the menu! Fantastic cocktails. The staffs very friendly and have great suggestions. Weekends are a bit crowded so it’s best to reserve a spot! Overall a great experience with a lil heavy on the pocket yet worth it.,4 stars,very expensive,Seafood restaurant
