Reviewer,Review,Rating,Expense,Type
Isa Shaikh,"Top notch Mughlai cuisines !
Multiple visits and was never disappointed !
Do order Chicken Boom and Dhamaka as they are fabulous ! …",4 stars,moderate,Mughlai restaurant
Rishabh Verma,"If you stay in navi mumbai or you are visiting Navi Mumbai and you want the best mughlai then ahmed bhai is the place you must visit in Nerul.
We got a heartly welcome from the staff, they were polite and friendly, the …",5 stars,moderate,Mughlai restaurant
Nithin saji,Me and friends had mughlai mutton kabsa today.Rotten mutton was served which was smelling bad.All of us had food poisoning.Very bad experience from Ahmed Bhai.Inefficient in maintaining food quality and standards.A glass of lime soda cost 110rs.Very costly.10 times the actual cost.,1 star,moderate,Mughlai restaurant
Tasneem Sehorewala,"I liked this place & their food is awesome.
They have dining as well as dastarkhan. Chicken & mutton varieties are always yum. Their tricolour chicken dish is a must try if you are going with family or …",5 stars,moderate,Mughlai restaurant
shub7pute,"Higher Value and Lower Quantity..
Not expected on this price getting very low quantity",1 star,moderate,Mughlai restaurant
Sofia Malik,Food is pretty average.  Unnecessarily Hyped up the hotel. Mughali cuisine is good. Chinese is a big no. Totally not their specialty.,3 stars,moderate,Mughlai restaurant
prachi bapat,"I loved the place. We ordered Lahori kabab, rumali roti, laccha Paratha and murgh mussalman. All the items were so tasty and yummy. Service was also good.
Good atmosphere.",5 stars,moderate,Mughlai restaurant
Shubham Negi,Has table seating for 10-11 ppl in booth type seating. Food is quite tasty and staff is prompt. Winter special paya soup was a revelation while chapli kabab was average. Persian thaal had decent sized portions though it was slight pricey imo,4 stars,moderate,Mughlai restaurant
Saurabh Shetkar,"Aura in this place is very nice. Overall privacy for couples and big shamiyana for group of people were maintained very peacefully. Decent food quality and at the same time, quantity was also nice. It is a place situated near Nerul railway station, which is worth visiting.",5 stars,moderate,Mughlai restaurant
sachin prasad,"Visited the place during Ramadan.... Had two sweet dishes.... Malpoa with rabdi and Turkish Kunafa..... Had tried Kanufa for the first time...l liked it.... Went again and had Al baik fish (basa), chicken lungfung soup, mutton bheja fry, …",3 stars,moderate,Mughlai restaurant
Susindran Buddha,One of the best place to have authentic non veg food. Every dish you taste would be the best you have ever had. Good place to enjoy and have great time with friends and family.,5 stars,moderate,Mughlai restaurant
meryll alva,Awesome place. Simply wonderful staff and yummy food. Everyone should try at least once. The non veg platter is a must try. !,5 stars,moderate,Mughlai restaurant
Halima Qureshi,Awsm food 😋 😍 👌 great quality delicious tast u must try maal pua with rabdi …,5 stars,moderate,Mughlai restaurant
Runner Ghosh,"Nice joint for non vej food., reasonable, amount per serving ok. Quaint place ahead of Nerul station, try various muslim cuisines like falooda. Rabdi malpua, repretoire of kababs, tandoori items. Price is reasonable though cannot be told to be low. Has a dedicated clientele. Family seating available with low tables and seats.",4 stars,moderate,Mughlai restaurant
Sahana Sahana,"Food we order was mughlai Mutton Kepsa
It cost about 1950 rs taste was great, good quantity, 9-10 person can have one full Kepsa rice …",5 stars,moderate,Mughlai restaurant
Saman Usmani,Worst service ever. We entered restaurant then they asked us to wait outside.  We waited 10 minutes outside then half an hour to order and for our food. Plates were not clean. Atmosphere was so pathetic evrything felt unclean and unhygienic. Would not recommend.,1 star,moderate,Mughlai restaurant
puneet advani,"The place is always crowded, the food is yummy and the staff is really helpful. We had ordered Rumali papad which was really awesome, I have added the pic for the same. It's different version of masala papad. Loved the food and the yummy kebabs. The wait was a little longer like 35-40 Mina's we were a group of 20 people.",4 stars,moderate,Mughlai restaurant
Jawalkar neha,As always we order muglai kepsa rice. But 2 times we didn't get mayonese (craving item &main item of plate) and waiters were rude as they did not apologize and only gave excuses.,3 stars,moderate,Mughlai restaurant
73 Ajit Bagi,"If you are looking for a place to stuff yourself with good food , then this is the place .
It is located near nerul railway station . Not much to see in interior , it's …",4 stars,moderate,Mughlai restaurant
omkar deshmukh,"Ahmed Bhai's Bry and Dry, Nerul. Decent place to hangout, a bit rustic and Moghlai look. Good place for family. Suggestions to only try the biryani as starters are not worth for money.",3 stars,moderate,Mughlai restaurant
Pankaj Obhan,"Ordered butter Chicken tawa boneless , wich came with bones after sharing photo also no call received for apologies or replacement , order banjara kebab, not delevered after 1 hour also, when called, Reason given no, delivery boys …",1 star,moderate,Mughlai restaurant
Pranav Jiddewar,"If you're in the mood for some delicious Middle Eastern cuisine, look no further than ""Ahmed bhai's."" From the moment I walked in, I was struck by the warm and inviting atmosphere, with rich colors and exotic decor. The menu boasted a range …",5 stars,moderate,Mughlai restaurant
Minhal Abidi,It was an average experience. The non veg platter tasted average. The service was also just so so. Better options available nearby,3 stars,moderate,Mughlai restaurant
Priya Fadikar,"Awsum ambience.. Perfect dinner place for family, friends etc... Loved the atmosphere.. Yes its little bit costly bt worth it... Will get a feeling of being Nawab😆...must try ckn biryani.. …",5 stars,moderate,Mughlai restaurant
Rishav Sinha,I came here after suggestion from one of my friend. An awesome place to have non veg food. I went here for dinner. …,5 stars,moderate,Mughlai restaurant
Prrathamessh Loke,"Very Bad experience. The size of Roti and Nan was very small,  about 70% of what you will get outside. Ordered 4 dishes.  Out of which chicken hariyali and chicken memani had little to no taste thus asked to parcel them after having a …",1 star,moderate,Mughlai restaurant
Lokesh Patil,"Non veg Lover must visit Ahmed Bhai's.
Roomali Roti is The Best.
I would rate there services as …",4 stars,moderate,Mughlai restaurant
Sailesh Srivastava,"Ordered chicken tandoori chat... As per description, it is served with chat.. however, received tandoori chicken tossed with jaggery sauce... Useless item... And worst customer service....😡 …",1 star,moderate,Mughlai restaurant
Nikhil Mhatre,"Liked the place. Food was really good slightly high in rates but great taste. Ambiance is good, well their service was slow but doesn't matter if the food is good. They have variety of dishes available must try chicken Tikka biryani. Overall good place for nonveg lovers.",4 stars,moderate,Mughlai restaurant
Jayant Shah,Overall experience was good nonveg foods are all very topnotch just the thing is that veg dishes are not recommended over here just average tasting and flavor over here and some dishes are overpriced,4 stars,moderate,Mughlai restaurant
kash p,"I went there twice ,ordered chap barra,chicken barra,bheja masala none of them is even close to avg ..they should improve on food taste …",3 stars,moderate,Mughlai restaurant
vikrant ghanekar,Close to Nerul station. Roadside parking available. Food is really good. Cosy ambience. Serving staff is average on hospitality manners.but a must visit place for non-veg foodies.,4 stars,moderate,Mughlai restaurant
Shaheen Khan,"The food was okayish , price was more considering the quality and falooda was just disgusting they don't how to make falooda there were frozen pieces of mango and it was very thin. The waiter seems to have no interest in serving food.",3 stars,moderate,Mughlai restaurant
Naela Tisekar,"One of my favourite place to dine in with family and friends.
Ambience ✅ Food ✅ Service ✅
Murg Musallam is a must try.",5 stars,moderate,Mughlai restaurant
Avez Gorme,The food is good but expensive the service is took good the hotel is located in nerul the butter chicken is too good and tandoori the manager is good in behaviour and it's good,4 stars,moderate,Mughlai restaurant
Zahida Shaikh,Stones in the food. Rabri is spoilt. Taste very bad. Not a good option,1 star,moderate,Mughlai restaurant
Akshay Chodankar,"A well know joint in Nerul..best for any kind of nonveg cuisine..Dum Biryani, murg mussalam with rumali roti, aggara kabab or any kabab for that matter, they got the best of it.. …",4 stars,moderate,Mughlai restaurant
Anish Sole,The dish here is know as Chicken Kapsa Biryani. I was told this dish serves for 7-8 people but its not true. Only 6 of us ate this and still was not fulfilling for few of us.The taste is okayish. The price is very high as compared to the quantity of the dish.,2 stars,moderate,Mughlai restaurant
Swapnil Padelkar,"Really Nice quality of food and quantity more than ur expectations

Sizzling starter are just awesome and surprisingly you will get very good option …",5 stars,moderate,Mughlai restaurant
Sudhanshu Bhagat,The taste is amazing. We ordered Chicken Tandoori Biryani the quantity is more than enough for 5 people price is also perfect. Quality and quantity both are great.,5 stars,moderate,Mughlai restaurant
Rahul Bhoir,"Months before,  this place was great for food but now its all gone. The seating used to be good with clean curtains but now the curtains are dirty and even the couch is dirty.  I asked for water which was not provided till the end I'm sure …",1 star,moderate,Mughlai restaurant
Akshay Dalvi,"Ordered Chicken Mussalam and rumali roti...
It was worth a price...! …",4 stars,moderate,Mughlai restaurant
Vipul Salunke,"Good taste and place so hygienic.
Staff is so good and the I loved most the seating arrangement.",4 stars,moderate,Mughlai restaurant
Perin Amrolia,Didn't like the biryani at all. Too much masala in chicken Tikka biryani and very dry in chicken dum biryani.,2 stars,moderate,Mughlai restaurant
zuha shaikh,"Despite the hype, the food at this place lives up to its reputation. Flawless flavors make it a worthwhile experience for any food lover.",3 stars,moderate,Mughlai restaurant
Arunava Pramanick,"Excellent place for non veg lovers. Would recommend the mutton seek kebabs, bheja masala fry, gurda masala fry and rumali. Service is good.",5 stars,moderate,Mughlai restaurant
Madhuja Chauhan,It's the best place to have lucknowi e and Hyderabadi mughlai khana in Navi Mumbai,5 stars,moderate,Mughlai restaurant
Farhan Khan,Had a great time... all peny worth it... do try garlic sauce prawns and fruit salad with ice cream,4 stars,moderate,Mughlai restaurant
SIDDHESH THAKUR,One of the best places for nonveg lovers.,5 stars,moderate,Mughlai restaurant
Mush,"Oh my God..!! ""Maalpuwa"" ka nam lete hi mu me pani aa jata hai... In ramzan dey make some special dishes ...one of my favourite is ""Halim"" ... Food is also very tasty n delicious..sitting arrangements,parking, food everything is just awesome 👌👌👌👌👌 …",5 stars,moderate,Mughlai restaurant
Hemant Shinde,"The food has been tasting good since last 10 years here. Only the rates have been increasing, and rightly so. …",5 stars,moderate,Mughlai restaurant
Pratap Sinngh,"Worst experience ever. get treated like a beggar. Manager says his name is ""Mr Mass"" "" Jo karna hai karle bhikari""",1 star,moderate,Mughlai restaurant
Ashfaq Khan,"Food Quality is excellent and menu is big enough. Pricing is affordable.
Service can get better and staff needs to be more polite and helpful.
Very busy place. …",1 star,moderate,Mughlai restaurant
Abdul Azeem,"This is very good place to have dinner with family , i love the food and ambience , very rich in mughlai dishes and their malpua is bestest😊😊😊 …",5 stars,moderate,Mughlai restaurant
Asha pokuri,"Its is a Mandi restaurant

Chicken juicy mandi is awesome …",5 stars,moderate,Mughlai restaurant
Tanveer Kazi,"Ahmedbhai Bry and dry is an awesome place in nerul which is worth a visit.
Place is good with with good sitting arrangements.
Highly recommended Murgah mussalam - it's sufficient for 5-6 people . And also …",4 stars,moderate,Mughlai restaurant
Radhika Pawar,"It was a bad experience, No test at all , slow service, and most importantly food is not up to the mark, we tried both veg and non veg but I think the restaurant is over hype,",1 star,moderate,Mughlai restaurant
Rahul Anand Vishwakarma,Food is absolutely great. Price you will feel in budget. Staff approaches should be improved. Seems they are in a hurry.,5 stars,moderate,Mughlai restaurant
N K Gupta,Though I didn't like to eat out side but few places where I used to go onces or more in a month,5 stars,moderate,Mughlai restaurant
Amateur Traveller,Pathetic flavor less meat more oil bad for health in long term  i have attached the amount of oil for reference from bheja masala,1 star,moderate,Mughlai restaurant
Sagar Choithani,"Ordered Mutton Roghan Josh, Chicken Tikka Biryani and Chicken Dum Biryani.  Following are my genuine feedbacks: …",1 star,moderate,Mughlai restaurant
Saji Gopinathan,Great experience here. Delicious food and variety of dishes are excellent. Good atmosphere and location. Awesome,5 stars,moderate,Mughlai restaurant
Mavia Kondkari,"Usually delighted by this place but was super disappointed last time I was here. Too much spices in kebabs, okayish gravy and very decent naan. Would give it a miss next time for sure",3 stars,moderate,Mughlai restaurant
Mayuresh Pashine,"Chicken boom boom,murg massllam and rumali roti=awesome combination.Staff behaviour is not good.",3 stars,moderate,Mughlai restaurant
Yunus Ali Siddiqui,"Food is good, delicious. The atmosphere is also good. You get privacy curtains around your dine-in seats, which is a rarity these days. Good if you are going with family. But, desert and drinks are extremely costly and the quality is not …",3 stars,moderate,Mughlai restaurant
sarwat jahan,Well it was my first experience in this restaurant and if I say its horrible then there is not at all exaggeration. Their food quality is very bad except their tandoori naan. Their chicken tikka was literally stinking and was half cooked. …,1 star,moderate,Mughlai restaurant
varsha kindre,Ambiance is very nice n food is also tasty...I like chicken shawrma😋😋 …,4 stars,moderate,Mughlai restaurant
Amaan Shaikh,Visited rhis amazing mughlai cuisine restaurent with friends and it was totally amazing. Probably the best mughlai food place in navi mumbai.,5 stars,moderate,Mughlai restaurant
Mahesh Bhagat,"Firni and Malpuha & other chicken cutlets etc they prepare during Ramzan, is absolutely yummy & satisfying.",5 stars,moderate,Mughlai restaurant
Ali Mustufa Shaikh,"Awesome food but very bad service, asked for water quite a few times. Food tasted great but the service ruined it.",3 stars,moderate,Mughlai restaurant
Amit Choubey,"Worst food and staff behaviour, utensils bare also not clean ,when I ask to replace,the another one came dirtier... Don't ever go there",1 star,moderate,Mughlai restaurant
ALI ZAIDI,the food quality and quantity is very nice but it is very expensive they are charging a lot.of money from everyone for all the dishes,5 stars,moderate,Mughlai restaurant
Mohammed Firos Khan,Food is good but not service. Very delayed. Small place with good tasty food.,3 stars,moderate,Mughlai restaurant
Azan Khan,Good food but table plates and cutlery were not properly clean.,4 stars,moderate,Mughlai restaurant
Shaikh Kausar,Ambience is good but food was not good as per the review here also the service boy was in hurry to take order but service was very poor,1 star,moderate,Mughlai restaurant
asavari parkar,It was damn good. I just loved the way the people serve.. They r all amazing.. The food is very tasty. Just loved it. I was thinking of never reaturning home from there.,5 stars,moderate,Mughlai restaurant
Daniyal Undre,Almost all the tawa items are not worth spending 💰. I will suggest don't go for Lunch. …,1 star,moderate,Mughlai restaurant
NITIN BINAK,"Execellent Menu, Good Food and Very Good Seating Arrangement in Shamiyana and Daktarkwan. Staff is good. Service little delayed as restaurant also have high demand for take away and home delivery orders too. Suggestion to patrons to order …",4 stars,moderate,Mughlai restaurant
Kasturi Sanyal,Its a gd place with shamiana style seating and has a lot of options in the menu. N most of them tastes gd.,4 stars,moderate,Mughlai restaurant
Vikram Liman,"Delicious food and service is also good, worth each penny

Must Try RDX Chicken and RDX Prawns...",5 stars,moderate,Mughlai restaurant
Sonali Thakur,Greet service. food is tasty and hotel nice.,5 stars,moderate,Mughlai restaurant
Sachin Jha,Food is not good at all staff behaviour was not good we ordered veg Schezwan but food was not fresh was stinking worst,1 star,moderate,Mughlai restaurant
Varsha Barge,"Delicious nonveg you will get here
Specially rumali roti and lahori chicken",3 stars,moderate,Mughlai restaurant
Mehreen Sayyed,Food was very tasty but they need to improve there services which is very slow and need to Have online payment facility,5 stars,moderate,Mughlai restaurant
R Patil,Best place for nonveg lovers.... Mouthwatering chicken gravi....we had order murg chicken handi.butter naan. Roti. Biryani.,5 stars,moderate,Mughlai restaurant
rehmath ali sheikh,"""Visited this place on 20th March 2023. As it was a week day crowd was not much. We had ordered 1 chicken platter and pahadi chicken as starter. V were only 4 including our 2 small kids. Platter came very close but Pahadi chicken was the …",1 star,moderate,Mughlai restaurant
Shantanu Kusalkar,"Everything is changed we were not satisfied with there taste and quality, they must improve in cleanliness. …",2 stars,moderate,Mughlai restaurant
Desi munday,"Its very very nice hotel
..... yummy yummy yummy food
Service is so good",5 stars,moderate,Mughlai restaurant
Tasneem Sheikh,Very very pathetic food.. it’s like am eating a roadside street food. Naam bade aur darshan chote… Plz don’t visit if u people r food lover… only food lover people will known the taste.,1 star,moderate,Mughlai restaurant
Danish Khan,"I visited first time in this restaurant and I found it pathetic be it their food, service, sitting area every thing.
They took 15-20 minutes to bring one simple item like chicken Tikka that was …",1 star,moderate,Mughlai restaurant
Suhail Qureshi,Taste and ambient very good,5 stars,moderate,Mughlai restaurant
Vaibhav Gaikwad,"It's all about good food. Less on ambience and overall experience.

Best here: chicken baida roti, chicken bhuna with reshmi paratha. Chicken rdx. …",4 stars,moderate,Mughlai restaurant
Rayyan Dandekar,Awesome restaurant..best dishes...best serving..and awesome place to visit..,5 stars,moderate,Mughlai restaurant
deepak sharma,Food was good but service was quite dull.,4 stars,moderate,Mughlai restaurant
Majid Ghole,"I had seekh kababs,tandoori and lollipop was good",3 stars,moderate,Mughlai restaurant
dhwani Kumar,Enjoy your lavish food here with a variety of chicken dishes. Boom boom chicken and many other items are available. Ambiance is awesome as there parda system there 💖💖 reasonable rates . Family will enjoy it🙂 …,5 stars,moderate,Mughlai restaurant
Anil Singh,during this pandemic time ahmedbhai is serving biryani and other foods specially in this crisis truly commendable job by feeding to hungry specially when everything is restricted the people of nerul are lucky as ahmedbahai is there to serve …,3 stars,moderate,Mughlai restaurant
Honey Ror,"Great service
Best food for non-vegetarian lovers 😋
You visit with friends and family 👪 ❤️ …",5 stars,moderate,Mughlai restaurant
Ulhas Tayade,"One of the best places to have authentic Moghlai, err Amritai;-) foods in navi mumbai. Go grab anything.  If you like Haleem, go grab it during Ramadan",3 stars,moderate,Mughlai restaurant
Israfeel Khan,One of the best in navi Mumbai,5 stars,moderate,Mughlai restaurant
akela indian,"Not  Bad  ,   But   they  Should  Keep  A  Tab  On  Price  😁 …",4 stars,moderate,Mughlai restaurant
Hitesh Sharma,Bad food quality.... just no sense of standard... the rabdee was so thin it felt like milk... when brought to attention the guy he did not bother,1 star,moderate,Mughlai restaurant
Santosh Jawale,"I heard this restaurant is very good for ambience and food.. but I'm highly disappointed with service ambeince and food.. lets me breif about Ambeince .. it looks good but stink so bad.. they serve cold food, service is highly disappointed …",1 star,moderate,Mughlai restaurant
Viraj Sawant,"One of the best mughlai cuisine restaurants around Navi Mumbai.
They serve the best non-veg food in the town.
We tried Chicken Keema and Mutton Keema which was very well minced and softly …",5 stars,moderate,Mughlai restaurant
