Reviewer,Review,Rating,Expense,Type
Sharath Shivakumar,"It is a roof top restaurant with plenty of lounge space where you can relax with a drink, good live music and amazing food! …",5 stars,expensive,Restaurant
Asmant Nimbalkar,"Visited this rooftop lounge restaurant during the evening time. Preferred outside open seating area, overlooking highway. The seating arrangements are comfortable and this place is huge. Ambience is good and vibrant. In food tried Chciken …",5 stars,expensive,Restaurant
Rohit W,This is the very first sky lounge I've visited but unfortunately we went in monsoon 🥲. We went to a friend's birthday party. The staff was cooperative. But the food was not that good. The chicken starters were fine. The Chicken kadhai was …,3 stars,expensive,Restaurant
akshata kothari,I recently visited this place in Navi Mumbai to just chill and enjoy with friends. This place is at very best location and best roof top view. I reached there on sunset time and saw the superb view from our table. They also have very …,5 stars,expensive,Restaurant
HarshPaaji,"We had 2 atrangi 7 bulls(cocktails), It was better than LIIT and it has more kick!! And we ordered loaded nachos in Lil bites and kharda(prawns) which can be more spicy... Well over all was good! And if you get drunk then the captain will …",5 stars,expensive,Restaurant
deepti sonpar,The best sky launge with palm road view best date with best food was just thrilled with the experience and totally loved it 😍😍❤️❤️was the best …,5 stars,expensive,Restaurant
Akshay Dhanak,"Amazing Place with quality food , I really like the food quality and taste ....Must visit If you are nearby...
We started with Veg Hot and sour soup which was really good....Then We tried Veg …",5 stars,expensive,Restaurant
Sudha Jain,"This place in sanpada is perfect for all your occasions. I visited this place in night and it was totally Litt..
Loved the vibe of this place. …",5 stars,expensive,Restaurant
leena pandav,"Atrangii House sky lounge is a great place for friends and family to hang out. also, it has ample space for big parties for corporate companies and personal celebrations. …",5 stars,expensive,Restaurant
Ankush shinde,"The Atrangii House Sky Lounge
It is located in the most beautiful place of Pam Bech Sanpada , we were greeted by the staff as soon as we entered!  The atmosphere is very fragrant and the …",5 stars,expensive,Restaurant
Karan Saxena,"This place is super underrated and truly deserves a 5-star review.
The staff is humble, polite, and knowledgeable. The food is yummy and authentic. The mocktails are a bit expensive but that's not the case with cocktails which are great value for money.",5 stars,expensive,Restaurant
Abhijeet Mankar,"♦️Went to this amazing rooftop restaurant located in Sanpada, Navi Mumbai and you will just love its vibes.
• …",5 stars,expensive,Restaurant
