Reviewer,Review,Rating,Expense,Type
Suyesha Dongre,"It was nice the filter coffee

The dosa was not up-to the mark but chutneys was nice n tasty …",4 stars,moderate,Vegetarian restaurant
Ananth Venkatesan,I've known this cafe for the past 10+ years. It's home to some amazing food and an exceptional personalized attention from the cafe owner. It's located next to the Balaji Mandir. It's an awesome place.,5 stars,moderate,Vegetarian restaurant
AmrIsh Shah,Most authentic Tamil Nadu taste vegetarian cuisine in Navi Mumbai.,3 stars,moderate,Vegetarian restaurant
Rajesh Ranganathan,Nice South Indian snacks available...,5 stars,moderate,Vegetarian restaurant
Nilesh Jadhav,Best place for the authentic south Indian food. I love the filter coffee served at this restaurant.,5 stars,moderate,Vegetarian restaurant
Balaji Konar,Authentic food good environmental place for family and friends,5 stars,moderate,Vegetarian restaurant
Amrish rasiklal shah,Authentic Tamil Nadu taste in its preparation and that too in Navi Mumbai.,3 stars,moderate,Vegetarian restaurant
shubha sharma,"Excellent place near Balaji Temple, to have breakfast after Darshan, Simple, authentic and delicious. Owner serves with a smile which adds to overall experience.",5 stars,moderate,Vegetarian restaurant
Nilesh Vekariya,Its awasom and I like to go there! Idli is too yummy. I hope if I r nr to Nerul then u must visit dis place.,5 stars,moderate,Vegetarian restaurant
Wanderlust Retail,"Best known for Filter Coffee.
Snacks (south Indian) are good. A decent eatout for a quick bite",5 stars,moderate,Vegetarian restaurant
simoni shaha,"I ordered Tea, Poha, Filter Coffee and Idli sambar. I loved the taste. And would love to visit again.",4 stars,moderate,Vegetarian restaurant
Shaleesh Balachandran,"If you like tipical Tamil style scanks, this is the place.
I personally liked the filter coffee.",3 stars,moderate,Vegetarian restaurant
Shruti Jadhav,Authentic south indian food. Always freshly made and filter coffee must try.,5 stars,moderate,Vegetarian restaurant
jojo,"Specialized  in South Indian dishes the vegetable restaurant was having  variety south Indian vegetable dishes.  There was  good  hospitality  and very good service. The food was tasty. We ordered Paratta  Kuruma, Masala Dosa and Paneer Biriyani. which were tasty.. Outside seating was also available.",4 stars,moderate,Vegetarian restaurant
Chirag P.,It's awesome place for food lovers!,5 stars,moderate,Vegetarian restaurant
GgyhGanesh Pillaibxyuinjoijluhg,Fine dining hall  & very good south Indian food served  very SPL banana leaves  on sat & Sunday .,4 stars,moderate,Vegetarian restaurant
Nirav Vaidya,Good southindian food with a tamilian tinge .,4 stars,moderate,Vegetarian restaurant
Adarsh Choudhary,"Best filter coffee in Navi Mumbai, homely food.",5 stars,moderate,Vegetarian restaurant
Dr. Sanjay Mali,Excellent authentic South Indian food,5 stars,moderate,Vegetarian restaurant
GS Narayanan,Fantastic Tamilan Food,5 stars,moderate,Vegetarian restaurant
Nikkhilraj,Good authentic south Indian food.,5 stars,moderate,Vegetarian restaurant
Maheshwaran Venkataseshan,It's ok to try south Indian food here.,4 stars,moderate,Vegetarian restaurant
Venkata Satish,Ordered Vada. They are just a lump of uncooked batter.,1 star,moderate,Vegetarian restaurant
R Chetan,Authentic south Indian food and good sitting area... Always a warm place with good comfort..,5 stars,moderate,Vegetarian restaurant
Advaith Nair,Calm n serene place to be..decent south indian food,5 stars,moderate,Vegetarian restaurant
Kunal Jadhav,"Tea was really good here! Costs more than other tea shops , but worth the money!!!",5 stars,moderate,Vegetarian restaurant
Khalid Salik,"One of the oldest in Nerul. Prices on the higher side. Ordered poha, but not upto the mark",3 stars,moderate,Vegetarian restaurant
SANTOSH MORE,Authentic South Indian Food served on Banana plaintiff.,5 stars,moderate,Vegetarian restaurant
Falgun Wankhede,"Food quality is pure, and healthy and soo good..  Bt rate is high",4 stars,moderate,Vegetarian restaurant
Saurabh Suman,Good place for breakfast,5 stars,moderate,Vegetarian restaurant
Souvik Sayan Sanyal,Food portion below similar south indian food joints.,3 stars,moderate,Vegetarian restaurant
Gaurav Sharma,This place has the best served filter coffee in Navi Mumbai,4 stars,moderate,Vegetarian restaurant
Manish Yadav,Its nice place to hangout,4 stars,moderate,Vegetarian restaurant
Smita Gattani,Filter coffee n south indian food.. just go for it!,4 stars,moderate,Vegetarian restaurant
ANJANIKUMAR THAKUR,For authentic south indian food and coffee near Balaji Temple,4 stars,moderate,Vegetarian restaurant
Nilesh Shelar,Niice,4 stars,moderate,Vegetarian restaurant
S. H. Salunkhe,"Delicious food, smiling service and easy on pocket.",5 stars,moderate,Vegetarian restaurant
venky IYER,Loved it awesome South Indian food.,5 stars,moderate,Vegetarian restaurant
chitra raghunath,Small place and very clean. Good good at attractive pricing.,5 stars,moderate,Vegetarian restaurant
Divya,Food is nice..,4 stars,moderate,Vegetarian restaurant
Niranjan Hogle,Home made authentic S I Food,5 stars,moderate,Vegetarian restaurant
aman jain,Good sweet people and Homie food,5 stars,moderate,Vegetarian restaurant
Gurukumar Pednekar,Authentic South Indian snacks! Must try,4 stars,moderate,Vegetarian restaurant
kishlay harsh,"Filter coffee from here would be great,do try it",5 stars,moderate,Vegetarian restaurant
Animesh Dey,Fresh foods are available with best rate,5 stars,moderate,Vegetarian restaurant
santosh,Rates are not reasonable.,2 stars,moderate,Vegetarian restaurant
Navin Salian,Small place but quality is good,5 stars,moderate,Vegetarian restaurant
Rahul Chiluka,Must try the pongal and filter coffee,5 stars,moderate,Vegetarian restaurant
sharan salgare,Good place for breakfast,5 stars,moderate,Vegetarian restaurant
Vijay Patil,Authentic south indian food,5 stars,moderate,Vegetarian restaurant
Movie Download,Best for food place,5 stars,moderate,Vegetarian restaurant
Team Right Value,Very tasty & Fresh Breakfast,5 stars,moderate,Vegetarian restaurant
Sunita Sethia,"Great people, good food",5 stars,moderate,Vegetarian restaurant
Swapnil Rajput,Ek number,5 stars,moderate,Vegetarian restaurant
N BACHASPATI,Good food,5 stars,moderate,Vegetarian restaurant
Ajay Kumar,Good nice,5 stars,moderate,Vegetarian restaurant
Aditya Kank,Good cafe,4 stars,moderate,Vegetarian restaurant
Adarsh Choudhary,Great filter coffee,5 stars,moderate,Vegetarian restaurant
sanjit tambe,Loved it,5 stars,moderate,Vegetarian restaurant
Amritesh Sinha,Clean but unnecessarily costly.,3 stars,moderate,Vegetarian restaurant
anil methari,Great south coffee,5 stars,moderate,Vegetarian restaurant
RIJO VARGHESE KML,Poor quality but too expensive,4 stars,moderate,Vegetarian restaurant
Sanket Shivalkar,Nice place to visit,5 stars,moderate,Vegetarian restaurant
Raghunath Kozhypuratha,Small but nice,4 stars,moderate,Vegetarian restaurant
Mukesh Kumar M,Homley food. Bit costly,4 stars,moderate,Vegetarian restaurant
Kristina Mathew,Homely.,4 stars,moderate,Vegetarian restaurant
Hitesh Jain,Tea,5 stars,moderate,Vegetarian restaurant
Abhyuday Goswami,I Love The Food,5 stars,moderate,Vegetarian restaurant
Vicky Bhosale,Nice,3 stars,moderate,Vegetarian restaurant
Prasanta Bhol,Love it,5 stars,moderate,Vegetarian restaurant
Shashank,Good to hang out,5 stars,moderate,Vegetarian restaurant
vikas singh,Goods selling vikas,5 stars,moderate,Vegetarian restaurant
Tapan kairy Technical,I think improve there,3 stars,moderate,Vegetarian restaurant
Vipin Kumar Ojha,Yeh aapki meherbani,3 stars,moderate,Vegetarian restaurant
Pechimuthu thevar,Good,5 stars,moderate,Vegetarian restaurant
Mahesh Harade,Great,5 stars,moderate,Vegetarian restaurant
Sadiq Kazi,Awesome Dosas!,3 stars,moderate,Vegetarian restaurant
Shravan Kumar,So,5 stars,moderate,Vegetarian restaurant
Kiccha Krishnan,Good restaurant,5 stars,moderate,Vegetarian restaurant
Ksh!t!j Sh!nde,Descent,4 stars,moderate,Vegetarian restaurant
sayar sethia,Amazing food,5 stars,moderate,Vegetarian restaurant
Vaibhav Kharche,Good taste,5 stars,moderate,Vegetarian restaurant
Shrikant Gopale,Great taste,5 stars,moderate,Vegetarian restaurant
Rajni Ramdhave,It's amezing !!!!,5 stars,moderate,Vegetarian restaurant
Rajesh Iyer,Good place,5 stars,moderate,Vegetarian restaurant
anil goswami,Nice,1 star,moderate,Vegetarian restaurant
