Reviewer,Review,Rating,Expense,Type
Dinesh punjabi,"Its my review on Barbeque Nation nerul
Its bang on the palm beach road so very easy to reach very convenient location
It serves buffet veg and non-veg both have a amazing variety and great spread …",5 stars,expensive,Barbecue restaurant
Vinod Sable,"Very nice place, service also good. It's a place where non-vegiterian would love to be.  Variety of starters, veg and non-veg both.  Main course also you will get number of varieties.  For sweet dish there are cakes, moose, gulab jamun, ice …",5 stars,expensive,Barbecue restaurant
Nikhil Shah,"The place as the name says. Is truly an barbeque heaven. Highly recommend that you go with a big group. Because the greater the number. Greater the fun. Food is amazing, and if you visit at night try having a seat in the outside seating …",4 stars,expensive,Barbecue restaurant
Priyanka Tribhuvan,"Food, atmosphere and service was very good...loved it 👍💗& Staff Mr Lalu oraon and Mr biswajit has given best hospitality treatment …",4 stars,expensive,Barbecue restaurant
mandar omale,"Chicken starters were ok, kebab & prawns was great, dessert are awesome",4 stars,expensive,Barbecue restaurant
Shubham Pise,"I used to go there, it's fantastic place with team",5 stars,expensive,Barbecue restaurant
Shashank Rane,Ambiance very nice. Food also has variety and it is tasty. Good to hang out with family and friends. Place good to celebrate your birthday and anniversary. They offer cake and get involved in your celebration. They do have various franchise. Just checkout your nearest location to hang out. Keep Enjoying.,4 stars,expensive,Barbecue restaurant
manoj madhavan,"Excellent! Awesome !! As always Barbeque Nation is the fun  place to go for all your celebrations. A treat you want to give, a Birthday treat u wish to celebrate, a surprizze Anniversary party you wanna throw.... Coz.. they Spoil you …",4 stars,expensive,Barbecue restaurant
Koustubh Gokhale,This has always been the most favoured and loved eatery for barbecue. All dishes served at entrees were really mouthwatering. Prawns and fish were sufficiently marinated and prepared to perfection. The dishes served during the main course …,5 stars,expensive,Barbecue restaurant
Abhishek Shrivastava,"Terrible experience. AC isn't working. Cockroach on the table, food isn't served properly specially for vegetarians. Pathetic service, unmanageable ecosystem. Spoiled the evening for agroup dinner of 12 people. My last visit to any barbeque nation outlet ever",1 star,expensive,Barbecue restaurant
Sneha Dhotre,Service is good. taste was awesome. Staff is very helpful special thanks for mr golu and kamlakar. There approach is very good towards the customers.,5 stars,expensive,Barbecue restaurant
karan basani,"One of my best experience visiting the place! Food was amazing and the ambiance too, even the staff was too kind in their service.",5 stars,expensive,Barbecue restaurant
PRATIK CHANDRAKANT SAWANT,Fews places are there in Navi Mumbai that are worth going. This is one of them. Ambience here is good. The quality of food served here is at par. Prices are reasonably good. Desert is just awesome.,5 stars,expensive,Barbecue restaurant
Ratnadeep Katke,"This is The best franchise of barbecue nation in Navi Mumbai . Nice surrounding and crowd. Food quality is also nice other than barbecue nation. Located at prime location, palm beach road Nerul",5 stars,expensive,Barbecue restaurant
Pratiksha Bera,"BBQ Nation is mainly known for the services they provide which is amazing, love their live grill concept.
I visited the outlet during their Jhoom Barbeque Jhoom Fest, they have kept a …",5 stars,expensive,Barbecue restaurant
rohan bhoir,"1st we are regular visiter / foodies of barbaque's, dhaba's, restaurant's..

""DO NOT FALL IN TRAP OF THESE 4-5 STAR RATINGS"" …",1 star,expensive,Barbecue restaurant
aqib kalandar,"Dinning experience  was superb
Overall service  experience  is also pretty  good
Food taste is excellent …",5 stars,expensive,Barbecue restaurant
Mahasweta Majumder,"Food was excellent. The hospitality was great, servers were extremely polite and well behaved. Ambience was calm and the service was fast as well. The person who served us was Nilesh and he took really good care of us. It was a really good experience overall. Loved it.",5 stars,expensive,Barbecue restaurant
Radhika Subramanian,Good food and loved the service . Loved the way all the cstrs too joined in for celebrating everyone's birthday..would indeed recommend this place for a good time with family n friends,5 stars,expensive,Barbecue restaurant
SEEMA JAISWAL,"Had been there for celebrating my marriage anniversary.
Good for starter specially for Non veg lovers.",4 stars,expensive,Barbecue restaurant
Jayaram Kandula,"Undoubtedly, the best option with very delicious starters, kebabs on the grill, main course and mouth watering desserts. Non-vegetarians definitely have lot more options but vegetarians won't be disappointed. I'm a vegetarian and regularly …",5 stars,expensive,Barbecue restaurant
Pranav Degwekar,I visited barbeque nation a day ago well i have been here before but the craving for the live grill and starters pulled me back to this place a magical place with all flavour in just right place well i'm a vegetarian still this place is the …,5 stars,expensive,Barbecue restaurant
kiran bhoir,When I heard of unlimited Buffett I just get one name in my mind that is Barbeque nation.. staff are very friendly food is yummy. for me basa fish is life 😍 & deserts are lovely.. One last thing barbeque Waiters don't take tip 😄 …,4 stars,expensive,Barbecue restaurant
ashutosh singh,Amazing food and excellent staff. I celebrated my wife's  birthday at Barbeque Nation- Nerul and that was awesome,5 stars,expensive,Barbecue restaurant
Jasmin John,"Delicious good with great arrangements.Other than that food was delicious, atmosphere was nice. The quality and taste of food was very good. Do need to try sweet and spicy pineapple served in starters.We got mushroom,corns, fish, chicken, …",5 stars,expensive,Barbecue restaurant
Tanvi Patil,"I love their food they made my birthday special ❤2020

Added some more pics celebrated my birthday in 2021",5 stars,expensive,Barbecue restaurant
Aniket Mane,"This is the finest BBQ nation outlet around with awesome staffs and manager and great food. When we arrived and started the meal, the manager approached and said ""you're my guest and not customer❤️"" and he really meant it. Along with the …",5 stars,expensive,Barbecue restaurant
Mohit Ahuja,"Good place for college crowd. It's totally worth for Non-vegetarians!♥️ Starters and desserts are the best served here.
Tip: Free cake if there's someone's birthday in your group!✌️",4 stars,expensive,Barbecue restaurant
Grissel Priyanka Mathias,If you're extra hungry this is the best place to eat. Amazing starters and desserts and meal. They even had a spin the wheel game. The waiters are so helpful and they get the starters on time. A best place for parties,5 stars,expensive,Barbecue restaurant
369 Miless,Incredible Service by Nilesh Pandey. He was very good and very polite. His Nature was also very good. Very good food and atmosphere as well. Food was very good and atmosphere was also pleasant.,5 stars,expensive,Barbecue restaurant
BHUSHAN BOUDHANKAR,"Nothing much to say about this place. Its heaven for foodies. If u want to eat and eat and eat. This is the place for u.
Mainly for the non vegetarian people. …",5 stars,expensive,Barbecue restaurant
mukesh kumar,Great food good ambience and staters are great except prawns with I did not find satisfactory dessarts r just outstanding,4 stars,expensive,Barbecue restaurant
Pawan Wagaskar,"Ambiance is good, staff is really polite and helpful, the number of dishes they provide is just huge and neverending the only thing bothered me was the starters which the place is known for, the taste was not up to the mark was a bit …",3 stars,expensive,Barbecue restaurant
Shanaya Phillips,"Itz an amazing place the staff, food , quality food is damn good must try it!!",5 stars,expensive,Barbecue restaurant
Surajit Panja,Excellent with lots of varieties and very friendly staff. Would definitely recommend,5 stars,expensive,Barbecue restaurant
Pushpraj Singh,It was my first visit in Barbeque nation at Nerul. I would like to thanks the staffs of barbeque for the wonderful experience of foods and good gesture. The taste of food is too amazing. Since it was my first visit so they offer me a small cake to welcome. I like the most. Soon i will visit again with my family.,5 stars,expensive,Barbecue restaurant
Tanu Singh,Superb...the food was awesome and the service was fantastic... enjoyed every moment being there,5 stars,expensive,Barbecue restaurant
Swagata Deshpande,"If you are having very high expectations from this place, then it may put you down. Because food was average and don't have that much of variety in starters, though managers tried their best to give us variety of food by experimenting …",3 stars,expensive,Barbecue restaurant
Kiran Phanse,"इधर खाली पेट ही जाना 😉, ठेन you njoy much more...Park your car opposite side of the road....Fry corn superb.. …",5 stars,expensive,Barbecue restaurant
Arshad Khan,"Good Quality Food, Well behaved staff, Awesome Service. Unlimited Food in 700-800 rs for Single person. Good ambience.",5 stars,expensive,Barbecue restaurant
Anil Jain,"Overall, I had a mixed experience during my visit.

One thing that stood out to me was the variety of starters on offer. It was …",3 stars,expensive,Barbecue restaurant
Vinayak Kadam,"Food is very great, veg & non veg both, fresh meal, starters are awesome, drink, main course, desserts is mouthwatering. They don't accept tip is their speciality. Do visit.",5 stars,expensive,Barbecue restaurant
Shailendra Sharma,"Hii all,
Recently visited the barbeque nation, Nerul the visit to the barbeque nation was for the first time and it was the day when they were having mango day.... …",3 stars,expensive,Barbecue restaurant
Prasad Pol,Bestest outlet of BBQ ever... We frequently goes there to dine in...food is simply awesome including veg and nonveg... Super quality food served in main course...live grill items are available in different types... Spiciness is adjusted …,5 stars,expensive,Barbecue restaurant
Suyesha Dongre,"Ordered veg Briyani  and butter chicken rice bowl
From Swiggy
Excellent packing but taste is compromised …",3 stars,expensive,Barbecue restaurant
Aiswarya Sukumar,You need a prebooking. It’s quite crowdy especially in weekends. Food was good and there is great choice options in starters as well as desserts. Service was good.,4 stars,expensive,Barbecue restaurant
Siddhesh Kadam,This restaurant for vegetarian people seriously worthless & purely waste of money...chat is seriously horrible taste 🤮.....service also very bad & very very slow ....I really unhappy from this restaurant...I am not taking also this 1 star …,1 star,expensive,Barbecue restaurant
Paras Tomar,"Starters- 8/10
Main course- 6/10
Deserts- 8/10 …",3 stars,expensive,Barbecue restaurant
Amol Shinde (AmolRalegan),"This 5star,s for table attendant B. RAJPUT..
Good food quality..
I like the most is pineapple khatta mitha... delicious...",5 stars,expensive,Barbecue restaurant
Ravi Raj,A place to for all you can eat. Great combination and variety of  starter they serve. Tastes yummy . Buffet dinner also present. Anything you eat will cost you per head. Drinks also available which will count seperately.,5 stars,expensive,Barbecue restaurant
Sarika Patil,"Staff was very good, humble...made us feel very special",5 stars,expensive,Barbecue restaurant
Firdous Sayed,"I found cockroach on the table when I about sit on that table,,, Please look into the hygiene part which is foremost important for any restaurant.",1 star,expensive,Barbecue restaurant
JAI DOI,Very child friendly. Has lot of options to eat. Starters were great.,5 stars,expensive,Barbecue restaurant
Lavanya Samanta,The starters are really good. You just want to have more but keep space for the main course and desserts. I love this place,5 stars,expensive,Barbecue restaurant
rashmi duraphe,Amazing birthday dinner i have ever had 😊 great and best service given by Biswajit. He was so attentive and extremely helpful in his service. …,5 stars,expensive,Barbecue restaurant
Vipul P,"Barbecue nation is best if you are a real foodie with good appetite.
Her you can get chicken, fish, mutton as well as variety of veg barbecue items served on the table. Each table has its own barbecue grill so you can grill as …",5 stars,expensive,Barbecue restaurant
Zahir Mukaddam,Excellent service. Tasty food. Good variety.,5 stars,expensive,Barbecue restaurant
NITESH GUPTA,"Food was good .... service was great.
Only thing i did not like was waiting for 25 mins even after reserving our table 4 hrs back.the person in charge of table told me that u have to wait even after …",3 stars,expensive,Barbecue restaurant
Apurva Wadekar,Barbeques Nation serves Barbequed Food both NonVeg & Veg. They have Buffet System - Unlimited Started + Main Course + Dessert (Which is inclusive of Pastry+kulfi+ pheerni + Gulab Jamun) & Fruit Salad Too. Good Hygeine as Veg Food is served …,5 stars,expensive,Barbecue restaurant
Alefiya,"Nice place for barbeque lovers, amazing services and with every penny.. Delicious food, great menus...",4 stars,expensive,Barbecue restaurant
Sagar Shidruk,Very Very Good place for celebration as well as eating out. Food quality is awesome ☺☺☺,5 stars,expensive,Barbecue restaurant
Nishant Mhatre,This branch is in nerul. A nice place to hangout with friends and families. As it is a place which serves unlimited buffet it is a paradise for food lovers. At first they provide you with a complimentary drink it can be mocktail or a pint …,4 stars,expensive,Barbecue restaurant
amit shukla,"Its a awesome place to hangout with family and friends.
The theme is they will put a grill/ ( Bhatti) in the center of the table and all the menu will be pre roasted over there its self on sticks ... so its a one …",5 stars,expensive,Barbecue restaurant
Divya Aron,If you want to eat in a 3 star hotel and willing to eat as much as you can then BBQ Nation is the best for this. I almost ate 100% of my hunger and more of it tried the special Kulfi there. I will definitely recommend you to go with friends and family only. Going alone or with just one partner will not be that fun.,4 stars,expensive,Barbecue restaurant
Asha Gokhale,Ordered lunch . But sorry to say Roti and subji taste quality and overall we don't like at all,1 star,expensive,Barbecue restaurant
Kaustubh Bhoir,Service of this place is just awesome. Only buffet option is available both veg and Non veg but it is unlimited. They also serve Alcohol drinks. Food theme changes from time to time. You need to reserve the table before you visit. Waiters …,5 stars,expensive,Barbecue restaurant
Shannon Rochelle Saldanha,Freshly barbecued meat and veggies. Value for money. They also serve Jain Good on exclusive requests.,4 stars,expensive,Barbecue restaurant
shivanjali singh,Lovely place to spend time with ur friends and family.. Staff is so polite and humble.. Starters is really gud,4 stars,expensive,Barbecue restaurant
Prasad Patil,One of the worst Barbeque Nation experiences of all time. We reserved a table for 12 people and has to simply sit waiting for the food to arrive. The service was really slow. The server had to be reminded time and again to bring us skewers …,2 stars,expensive,Barbecue restaurant
Tushar Khilari,Best eatery ever! Excellent ambience! Awesome food taste! Place worth for money!,5 stars,expensive,Barbecue restaurant
Swati Kanthe,"Waiters are very friendly and very helpful. Though the service is a little slow, the food satisfies the belly. As an international restaurant,it has high standards and you should expect much more than just 4 stars",4 stars,expensive,Barbecue restaurant
Sajid Shaikh,"Its located near the signal, just above Domino's at Palm Beach road in Nerul, so visibility is not an issue. Starters are the speciality of BBQ nation which are served on live grill. They have plenty of items in main course and dessert as well. Service is top notch!",5 stars,expensive,Barbecue restaurant
Ishita Rai,"I tried all the non vegetarian options and they were delicious to say the least. Didn't have to wait for a long time for a table. The food service was fast. I went to celebrate my birthday and the staff made it so much better, they were all …",5 stars,expensive,Barbecue restaurant
Kanhaiya Sah,Best place for a chicken lover... Have a unlimited food from the starter to main course to dessert... Everything is unlimited,4 stars,expensive,Barbecue restaurant
Devika Harikumar,"The starters are really good, the buffet system is the main attraction. The prawns in starters is my favourite. The main course and desserts are also really nice.",5 stars,expensive,Barbecue restaurant
rahat thakur,"We visited BBQ nation Dubai and the service and food was awesome so we expected BBQ nerul for the same. But their service is worst as no waiter is available for one table, they serve 4 grills and ran away and we were 6 people and one grill …",2 stars,expensive,Barbecue restaurant
Siddhali Dhuri,"Great ambiance, great food. Service was too good.",5 stars,expensive,Barbecue restaurant
Deepa Ravi,"Enjoyed a lovely Sunday buffet with family with an amazing array of starters, mains and desserts!
A huge shoutout to our waiter Biswajit who took excellent care of us and catered …",4 stars,expensive,Barbecue restaurant
Shailesh Shinde,"Excellent everything, Thanks to Deepak Ingale and service team",5 stars,expensive,Barbecue restaurant
Praveen Sathe,"Great service, awesome food especially starter and complimentary cake fir birthday celebration",5 stars,expensive,Barbecue restaurant
Manasi Magar,"Tasty Starters, Refreshing drinks and good food.. Service 👍🏻 …",4 stars,expensive,Barbecue restaurant
Surbhi Madavi,"Amazing ambience
With amazing food 🔥
A must visit place …",5 stars,expensive,Barbecue restaurant
Shreerang Modak,Nice for the people who love eating in quantity. Food test is not so good. Like ambiance and over all service,4 stars,expensive,Barbecue restaurant
Dilawar Lambe,Nice place to eat. The food is good. Veg non veg varieties are there. Test wise also good,4 stars,expensive,Barbecue restaurant
Sanjeev Kumar Padhee,"Nice place to hangout with taste food... For 1018 bucks (Wed-Sun dinner with GST) , it is pricey, but fine... Staff are very friendly and courteous.. Most of us, had only starters and desserts. One glass of drink is free only during lunch time, but not at dinner. Yes, small cake is from BN if it is any occasion like BD, MA, etc.",4 stars,expensive,Barbecue restaurant
Omkar Mukadam,"It was a very nice experience.
Thanks to Dinesh Ingale who attended us and gave a proper service it was nice team lunch for us. Staff is very supportive",4 stars,expensive,Barbecue restaurant
Haresh Patil,Nice place with awesome food and service 😍 …,5 stars,expensive,Barbecue restaurant
Dilwar,"OMG it's fully useless place, resturant service is really very very bad,.

Today dinner we arranged our team party there and there we got a horrible …",1 star,expensive,Barbecue restaurant
Rishi Kalapi,"Deeply enjoyed our visit here, as we always do. A fantastic place to enjoy barbecued food, cooked exactly the way you like it. The super-friendly staff helps make it even more fun. We were served by Kamalakar and Deepak this time and they made the whole experience totally wholesome.",5 stars,expensive,Barbecue restaurant
fUNN BoYzz,"food quality good, but rate is high, unlimited food",4 stars,expensive,Barbecue restaurant
Chetan Wadate (CompsGeek),Great for family but very less options for vegetarians. Sanitation done before seats are provided. Check the prices on their app before reservation is made as they may vary.,4 stars,expensive,Barbecue restaurant
Rishika Raj,Barbecue Nation Nerul One Of The Best Places To Enjoy Grilled Food In Cozy Atmosphere & Best Service :),5 stars,expensive,Barbecue restaurant
Aneesh Nair,Restaurant was really good. They have seating arrangement out in the open as well. Food was great. The service provided was even better in Nerul Barbeque nation.,5 stars,expensive,Barbecue restaurant
Mayur Panghaal,Go there if you want to feel like you are dining in a wedding banquet with lots of ambient noise. Every 10-15 mins the cacophony will be broken by loud music and jingoistic clapping by the staff to 'wish' birthday or anniversary or whatever …,1 star,expensive,Barbecue restaurant
Bla,Customer service par excellence! Not one not two but all. I am amazed. I had been here in September but I didn’t want to skip giving a review. …,5 stars,expensive,Barbecue restaurant
sanjib biswas,Awesome Food. Lip-smacking taste. Lovely mock tails. Good ambience.,5 stars,expensive,Barbecue restaurant
Kaushik Maiti,Great abiance and service and food is excellent too,5 stars,expensive,Barbecue restaurant
Zeenat Rupani,"Great service by Deepak and shahnawaz
Amazing experience Would recommend especially nerul branch starters were yums and kulfi section is jus awesome i loved pan kulfi do try ds",5 stars,expensive,Barbecue restaurant
Amulya Poojari,The staff is very nice and helpful. The food is also good.,4 stars,expensive,Barbecue restaurant
Shreyas Pande,"Booking experience was hassle free, The service was prompt. Our server made sure all our orders were met in a timely way. Will surely visit again",5 stars,expensive,Barbecue restaurant
Yash Satelkar,"Really good staff and helpful and responsive staff.
We were firstly given the table where we sat for the last four times, but on requesting the manager , he helped us to get the best table possible in the …",5 stars,expensive,Barbecue restaurant
Souvik Sayan Sanyal,"Excellent quality of food incl starters, main course and desserts.",5 stars,expensive,Barbecue restaurant
Rahul Geete,"Non veg food and Deserts was good.
There is no much varities for Veg food, also taste was ok.
Overall an average experience.",3 stars,expensive,Barbecue restaurant
Sibz Blue,Food was alright but service was really good...out server (Kaleshwar(sorry cannot thoroughly remember)) was absolutely amazing. Food choices could be better...otherwise a good restaurant to go with family.,4 stars,expensive,Barbecue restaurant
Sudhir Kumar,"Aawsome place , perfect place for food lover. eat unlimited what ever is available.
Food is very testy specially starter . …",5 stars,expensive,Barbecue restaurant
Sudha Venugopal,"Yummy food, especially starters, good service, variety of dishes",5 stars,expensive,Barbecue restaurant
Harshala Vaity Bhoir,Staff & Service is good.... But food not tasty...,3 stars,expensive,Barbecue restaurant
Harbhajan Kaur Rebello,We always had a very awesome experience in Nerul Barbeque Nation. We love the service of Nerul branch.  Chef Pankaj always gives a new taste for the food we demand rather than the menu. And Captain Ali attends the table in a very polite and …,5 stars,expensive,Barbecue restaurant
meenal mapari,"Excellent service
Kamlakar, Nilesh, Deepak served.
They make you feel that you are having food at home😁 …",5 stars,expensive,Barbecue restaurant
Prudvi raj,Excellent place for fine done... Prefer on Wednesday for offer's,5 stars,expensive,Barbecue restaurant
Arpit Agrawal,"Had an excellent lunch hosted by Mr.kalamkar and Mr. Aalam at barbaquee nation. Nerul, staff is very cooperative, will recomend to visit.",5 stars,expensive,Barbecue restaurant
abhishek gawande,Eat till u can't eat any more has to be the best thing about the place. Good hospitality and tasty barbecues.,4 stars,expensive,Barbecue restaurant
Ishan Kotian,Less variety compared to other food chains,3 stars,expensive,Barbecue restaurant
